City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,timmins,48.4669,-81.3331,291.05,55,40,2.57,CA,1690905525
344,comendador,18.8775,-71.7028,305.83,45,99,2.53,DO,1690905525
345,broken hill,-31.95,141.4333,283.32,71,0,3.12,AU,1690905308
346,santo antonio,-6.3106,-35.4789,303.25,51,37,5.74,BR,1690905526
347,mont-dore,-22.2833,166.5833,293.15,99,71,3.97,NC,1690905526
348,al wajh,26.2455,36.4525,306.12,58,0,3.6,SA,1690905527
349,kapuskasing,49.4169,-82.4331,292.15,45,40,1.03,CA,1690905242
350,naze,28.3667,129.4833,300.66,87,100,14.51,JP,1690905527
351,kristiansund,63.1115,7.732,292.18,82,75,1.54,NO,1690905478
352,qinhuangdao,39.9317,119.5883,297.61,93,100,1.71,CN,1690905435
353,yerofey pavlovich,53.9667,121.9667,287.52,94,13,1.97,RU,1690905528
354,bejaia,36.7559,5.0843,302.75,66,20,3.6,DZ,1690905528
355,nicoya,10.1483,-85.452,300.76,82,89,1.82,CR,1690905528
356,paoua,7.2427,16.4406,297.7,89,100,0.57,CF,1690905529
357,enoch,37.7733,-113.0244,293.79,70,0,4.12,US,1690905529
358,pemangkat,1.1667,108.9667,299.7,84,67,2.1,ID,1690905530
359,campo verde,-20.4167,-54.0667,303.37,27,0,2.95,BR,1690905530
360,antofagasta,-23.65,-70.4,290.75,62,11,3.54,CL,1690905501
361,darhan,49.4867,105.9228,293.71,85,100,3.88,MN,1690905530
362,pangody,65.85,74.4859,294.08,71,24,4.58,RU,1690905531
